dependency,skus,wareh,diff,buffer,weight_mode,mode,benchiter,orders,train_test,parcel_train,parcel_test,flexibility,duration,cap_used,local_search,gap
HD-VF,100,2,0.2,0.0,uniform,KL,1,2000,0.5,219,250,0.75,3.337680009,100,100,0.0
HD-VF,100,2,0.2,0.0,uniform,KL_LS,1,2000,0.5,219,250,0.75,3.338469639,100,1,0.0
HD-VF,100,2,0.2,0.0,uniform,GO,1,2000,0.5,411,410,0.59,0.002042169,100,0,0.0
HD-VF,100,2,0.2,0.0,uniform,GO_LS,1,2000,0.5,341,337,0.663,0.002333765,100,2,0.0
HD-VF,100,2,0.2,0.0,uniform,GP,1,2000,0.5,329,318,0.682,0.000407223,100,0,0.0
HD-VF,100,2,0.2,0.0,uniform,GP_LS,1,2000,0.5,279,285,0.715,0.000743794,100,2,0.0
HD-VF,100,2,0.2,0.0,uniform,GS,1,2000,0.5,306,289,0.711,0.000252514,100,0,0.0
HD-VF,100,2,0.2,0.0,uniform,GS_LS,1,2000,0.5,306,289,0.711,0.00054894,100,1,0.0
HD-VF,100,2,0.2,0.0,uniform,BS,1,2000,0.5,306,289,0.711,0.000248456,100,0,0.0
HD-VF,100,2,0.2,0.0,uniform,BS_LS,1,2000,0.5,306,289,0.711,0.000544331,100,1,0.0
HD-VF,100,2,0.2,0.0,uniform,EMCI,1,2000,0.5,297,304,0.696,5.338e-5,100,0,0.0
HD-VF,100,2,0.2,0.0,uniform,EMCI_LS,1,2000,0.5,297,304,0.696,0.00031197399999999996,100,1,0.0
HD-VF,100,2,0.2,0.0,uniform,OPT,1,2000,0.5,212,249,0.751,2.847211242,100,0,0.0
HD-VF,100,2,0.2,0.0,uniform,RND,1,2000,0.5,643,617,0.3834,0.001147291,100,0,0.0
HD-VF,100,4,0.0,0.0,uniform,QMKJ,1,200,0.5,36,52,0.5,103.055157302,100,0,4.6232085537745916e-10
HD-VF,100,4,0.0,0.0,uniform,KL,1,200,0.5,36,49,0.53,3.300466464,100,100,0.0
HD-VF,100,4,0.0,0.0,uniform,KL_LS,1,200,0.5,36,49,0.53,3.30121084,100,1,0.0
HD-VF,100,4,0.0,0.0,uniform,GO,1,200,0.5,62,68,0.44,0.000226565,100,0,0.0
HD-VF,100,4,0.0,0.0,uniform,GO_LS,1,200,0.5,44,49,0.55,0.0003522,100,5,0.0
HD-VF,100,4,0.0,0.0,uniform,GP,1,200,0.5,57,65,0.44,0.000133671,100,0,0.0
HD-VF,100,4,0.0,0.0,uniform,GP_LS,1,200,0.5,38,45,0.58,0.000285906,100,5,0.0
HD-VF,100,4,0.0,0.0,uniform,GS,1,200,0.5,51,73,0.38,0.000116899,100,0,0.0
HD-VF,100,4,0.0,0.0,uniform,GS_LS,1,200,0.5,51,73,0.38,0.000209502,100,1,0.0
HD-VF,100,4,0.0,0.0,uniform,BS,1,200,0.5,51,73,0.38,0.000102412,100,0,0.0
HD-VF,100,4,0.0,0.0,uniform,BS_LS,1,200,0.5,51,73,0.38,0.000188593,100,1,0.0
HD-VF,100,4,0.0,0.0,uniform,EMCI,1,200,0.5,63,60,0.52,4.1327e-5,100,0,0.0
HD-VF,100,4,0.0,0.0,uniform,EMCI_LS,1,200,0.5,41,47,0.56,0.000185838,100,5,0.0
HD-VF,100,4,0.0,0.0,uniform,OPT,1,200,0.5,30,55,0.48,0.996115786,100,0,0.0
HD-VF,100,4,0.0,0.0,uniform,RND,1,200,0.5,124,119,0.139,0.000535785,100,0,0.0
HD-VF,100,4,0.0,0.0,uniform,QMKJ,1,1000,0.5,254,296,0.516,101.373166157,100,0,0.0
HD-VF,100,4,0.0,0.0,uniform,KL,1,1000,0.5,239,273,0.54,4.190974579,100,100,0.0
HD-VF,100,4,0.0,0.0,uniform,KL_LS,1,1000,0.5,239,273,0.54,4.191863775999999,100,1,0.0
HD-VF,100,4,0.0,0.0,uniform,GO,1,1000,0.5,463,498,0.218,0.001016115,100,0,0.0
HD-VF,100,4,0.0,0.0,uniform,GO_LS,1,1000,0.5,383,442,0.296,0.001347416,100,4,0.0
HD-VF,100,4,0.0,0.0,uniform,GP,1,1000,0.5,338,341,0.458,0.000407795,100,0,0.0
HD-VF,100,4,0.0,0.0,uniform,GP_LS,1,1000,0.5,308,330,0.472,0.000708429,100,2,0.0
HD-VF,100,4,0.0,0.0,uniform,GS,1,1000,0.5,348,361,0.416,0.000193212,100,0,0.0
HD-VF,100,4,0.0,0.0,uniform,GS_LS,1,1000,0.5,272,300,0.5,0.00055,100,6,0.0
HD-VF,100,4,0.0,0.0,uniform,BS,1,1000,0.5,348,361,0.416,0.000190067,100,0,0.0
HD-VF,100,4,0.0,0.0,uniform,BS_LS,1,1000,0.5,272,300,0.5,0.000555592,100,6,0.0
HD-VF,100,4,0.0,0.0,uniform,EMCI,1,1000,0.5,359,359,0.436,4.1828e-5,100,0,0.0
HD-VF,100,4,0.0,0.0,uniform,EMCI_LS,1,1000,0.5,288,325,0.474,0.00039570100000000004,100,7,0.0
HD-VF,100,4,0.0,0.0,uniform,OPT,1,1000,0.5,232,272,0.552,24.280342528,100,0,0.0
HD-VF,100,4,0.0,0.0,uniform,RND,1,1000,0.5,642,619,0.1268,0.000963186,100,0,0.0
HD-VF,100,4,0.0,0.0,uniform,QMKJ,1,2000,0.5,530,617,0.463,4.298894786,100,0,0.0
HD-VF,100,4,0.0,0.0,uniform,KL,1,2000,0.5,527,610,0.472,4.215987976,100,100,0.0
HD-VF,100,4,0.0,0.0,uniform,KL_LS,1,2000,0.5,527,610,0.472,4.217235035000001,100,1,0.0
HD-VF,100,4,0.0,0.0,uniform,GO,1,2000,0.5,908,995,0.249,0.002195317,100,0,0.0
HD-VF,100,4,0.0,0.0,uniform,GO_LS,1,2000,0.5,735,833,0.34,0.002588765,100,3,0.0
HD-VF,100,4,0.0,0.0,uniform,GP,1,2000,0.5,693,759,0.384,0.0004268,100,0,0.0
HD-VF,100,4,0.0,0.0,uniform,GP_LS,1,2000,0.5,615,706,0.413,0.000959529,100,4,0.0
HD-VF,100,4,0.0,0.0,uniform,GS,1,2000,0.5,739,813,0.358,0.000309219,100,0,0.0
HD-VF,100,4,0.0,0.0,uniform,GS_LS,1,2000,0.5,591,662,0.435,0.000739456,100,5,0.0
HD-VF,100,4,0.0,0.0,uniform,BS,1,2000,0.5,739,813,0.358,0.00030405,100,0,0.0
HD-VF,100,4,0.0,0.0,uniform,BS_LS,1,2000,0.5,591,662,0.435,0.000742673,100,5,0.0
HD-VF,100,4,0.0,0.0,uniform,EMCI,1,2000,0.5,776,834,0.363,6.1325e-5,100,0,0.0
HD-VF,100,4,0.0,0.0,uniform,EMCI_LS,1,2000,0.5,649,721,0.405,0.000485301,100,5,0.0
HD-VF,100,4,0.0,0.0,uniform,OPT,1,2000,0.5,512,605,0.473,398.213356042,100,0,0.0
HD-VF,100,4,0.0,0.0,uniform,RND,1,2000,0.5,1198,1247,0.1342,0.001501405,100,0,0.0
HD-VF,100,4,0.2,0.0,uniform,QMKJ,1,200,0.5,50,90,0.28,7.368014318,100,0,1.1780132186838829e-9
HD-VF,100,4,0.2,0.0,uniform,KL,1,200,0.5,41,83,0.33,3.769627352,100,100,0.0
HD-VF,100,4,0.2,0.0,uniform,KL_LS,1,200,0.5,41,83,0.33,3.7703959730000003,100,1,0.0
HD-VF,100,4,0.2,0.0,uniform,GO,1,200,0.5,66,101,0.26,0.000232045,100,0,0.0
HD-VF,100,4,0.2,0.0,uniform,GO_LS,1,200,0.5,54,96,0.27,0.000350186,100,2,0.0
HD-VF,100,4,0.2,0.0,uniform,GP,1,200,0.5,66,103,0.25,0.000199244,100,0,0.0
HD-VF,100,4,0.2,0.0,uniform,GP_LS,1,200,0.5,55,106,0.25,0.000346249,100,4,0.0
HD-VF,100,4,0.2,0.0,uniform,GS,1,200,0.5,60,96,0.3,0.000127118,100,0,0.0
HD-VF,100,4,0.2,0.0,uniform,GS_LS,1,200,0.5,59,98,0.25,0.000259646,100,2,0.0
HD-VF,100,4,0.2,0.0,uniform,BS,1,200,0.5,60,96,0.3,0.000163888,100,0,0.0
HD-VF,100,4,0.2,0.0,uniform,BS_LS,1,200,0.5,59,98,0.25,0.000297699,100,2,0.0
HD-VF,100,4,0.2,0.0,uniform,EMCI,1,200,0.5,56,94,0.29,4.6738e-5,100,0,0.0
HD-VF,100,4,0.2,0.0,uniform,EMCI_LS,1,200,0.5,56,94,0.29,0.000151915,100,1,0.0
HD-VF,100,4,0.2,0.0,uniform,OPT,1,200,0.5,35,92,0.25,2.522956186,100,0,0.0
HD-VF,100,4,0.2,0.0,uniform,RND,1,200,0.5,124,136,0.111,0.000652653,100,0,0.0
HD-VF,100,4,0.2,0.0,uniform,QMKJ,1,1000,0.5,216,276,0.524,2.063217345,100,0,0.0
HD-VF,100,4,0.2,0.0,uniform,KL,1,1000,0.5,220,270,0.514,3.948858925,100,100,0.0
HD-VF,100,4,0.2,0.0,uniform,KL_LS,1,1000,0.5,220,270,0.514,3.949771315,100,1,0.0
HD-VF,100,4,0.2,0.0,uniform,GO,1,1000,0.5,395,418,0.354,0.001066801,100,0,0.0
HD-VF,100,4,0.2,0.0,uniform,GO_LS,1,1000,0.5,265,312,0.46,0.0014704170000000001,100,4,0.0
HD-VF,100,4,0.2,0.0,uniform,GP,1,1000,0.5,314,358,0.398,0.000462417,100,0,0.0
HD-VF,100,4,0.2,0.0,uniform,GP_LS,1,1000,0.5,288,338,0.414,0.000801381,100,5,0.0
HD-VF,100,4,0.2,0.0,uniform,GS,1,1000,0.5,331,376,0.374,0.000246893,100,0,0.0
HD-VF,100,4,0.2,0.0,uniform,GS_LS,1,1000,0.5,331,376,0.374,0.000531966,100,1,0.0
HD-VF,100,4,0.2,0.0,uniform,BS,1,1000,0.5,331,376,0.374,0.000230733,100,0,0.0
HD-VF,100,4,0.2,0.0,uniform,BS_LS,1,1000,0.5,331,376,0.374,0.000497722,100,1,0.0
HD-VF,100,4,0.2,0.0,uniform,EMCI,1,1000,0.5,316,360,0.416,5.4903e-5,100,0,0.0
HD-VF,100,4,0.2,0.0,uniform,EMCI_LS,1,1000,0.5,316,360,0.416,0.00033400499999999996,100,1,0.0
HD-VF,100,4,0.2,0.0,uniform,OPT,1,1000,0.5,206,268,0.542,65.893433033,100,0,0.0
HD-VF,100,4,0.2,0.0,uniform,RND,1,1000,0.5,617,605,0.1374,0.001101325,100,0,0.0
HD-VF,100,4,0.2,0.0,uniform,QMKJ,1,2000,0.5,466,531,0.534,3.004308146,100,0,0.0
HD-VF,100,4,0.2,0.0,uniform,KL,1,2000,0.5,497,544,0.52,4.118443938,100,100,0.0
HD-VF,100,4,0.2,0.0,uniform,KL_LS,1,2000,0.5,497,544,0.52,4.120212394000001,100,1,0.0
HD-VF,100,4,0.2,0.0,uniform,GO,1,2000,0.5,731,806,0.331,0.002221035,100,0,0.0
HD-VF,100,4,0.2,0.0,uniform,GO_LS,1,2000,0.5,579,627,0.455,0.002708299,100,4,0.0
HD-VF,100,4,0.2,0.0,uniform,GP,1,2000,0.5,654,701,0.414,0.000529433,100,0,0.0
HD-VF,100,4,0.2,0.0,uniform,GP_LS,1,2000,0.5,507,567,0.508,0.001082881,100,3,0.0
HD-VF,100,4,0.2,0.0,uniform,GS,1,2000,0.5,708,784,0.346,0.000339857,100,0,0.0
HD-VF,100,4,0.2,0.0,uniform,GS_LS,1,2000,0.5,559,606,0.481,0.0008433710000000001,100,4,0.0
HD-VF,100,4,0.2,0.0,uniform,BS,1,2000,0.5,708,784,0.346,0.000300965,100,0,0.0
HD-VF,100,4,0.2,0.0,uniform,BS_LS,1,2000,0.5,559,606,0.481,0.0007935990000000001,100,4,0.0
HD-VF,100,4,0.2,0.0,uniform,EMCI,1,2000,0.5,624,658,0.455,8.3326e-5,100,0,0.0
HD-VF,100,4,0.2,0.0,uniform,EMCI_LS,1,2000,0.5,513,553,0.518,0.0005030029999999999,100,4,0.0
HD-VF,100,4,0.2,0.0,uniform,OPT,1,2000,0.5,460,541,0.529,900.110547548,100,0,0.022602739726027242
HD-VF,100,4,0.2,0.0,uniform,RND,1,2000,0.5,1224,1293,0.1105,0.000849633,100,0,0.0
HD-VF,100,6,0.0,0.0,uniform,QMKJ,1,200,0.5,44,112,0.19,33.536354023,100,0,5.429228225744022e-10
HD-VF,100,6,0.0,0.0,uniform,KL,1,200,0.5,38,98,0.24,2.971006628,100,100,0.0
HD-VF,100,6,0.0,0.0,uniform,KL_LS,1,200,0.5,38,98,0.24,2.9721278,100,1,0.0
HD-VF,100,6,0.0,0.0,uniform,GO,1,200,0.5,93,135,0.11,0.000265598,100,0,0.0
HD-VF,100,6,0.0,0.0,uniform,GO_LS,1,200,0.5,71,127,0.13,0.00042956599999999993,100,2,0.0
HD-VF,100,6,0.0,0.0,uniform,GP,1,200,0.5,75,122,0.18,0.000229741,100,0,0.0
HD-VF,100,6,0.0,0.0,uniform,GP_LS,1,200,0.5,48,106,0.26,0.00048612199999999996,100,5,0.0
HD-VF,100,6,0.0,0.0,uniform,GS,1,200,0.5,61,123,0.17,0.000166332,100,0,0.0
HD-VF,100,6,0.0,0.0,uniform,GS_LS,1,200,0.5,60,115,0.18,0.000345197,100,2,0.0
HD-VF,100,6,0.0,0.0,uniform,BS,1,200,0.5,61,123,0.17,0.000133089,100,0,0.0
HD-VF,100,6,0.0,0.0,uniform,BS_LS,1,200,0.5,60,115,0.18,0.000311283,100,2,0.0
HD-VF,100,6,0.0,0.0,uniform,EMCI,1,200,0.5,90,137,0.12,6.4912e-5,100,0,0.0
HD-VF,100,6,0.0,0.0,uniform,EMCI_LS,1,200,0.5,46,109,0.22,0.00032355700000000003,100,6,0.0
HD-VF,100,6,0.0,0.0,uniform,OPT,1,200,0.5,35,105,0.27,6.380145118,100,0,0.0
HD-VF,100,6,0.0,0.0,uniform,RND,1,200,0.5,138,160,0.059,0.000774282,100,0,0.0
HD-VF,100,6,0.0,0.0,uniform,QMKJ,1,1000,0.5,347,361,0.432,36.925299005,100,0,6.474338452158538e-10
HD-VF,100,6,0.0,0.0,uniform,KL,1,1000,0.5,328,365,0.424,3.546791462,100,100,0.0
HD-VF,100,6,0.0,0.0,uniform,KL_LS,1,1000,0.5,328,365,0.424,3.548237534,100,1,0.0
HD-VF,100,6,0.0,0.0,uniform,GO,1,1000,0.5,532,567,0.184,0.001128487,100,0,0.0
HD-VF,100,6,0.0,0.0,uniform,GO_LS,1,1000,0.5,405,423,0.34,0.001487009,100,4,0.0
HD-VF,100,6,0.0,0.0,uniform,GP,1,1000,0.5,461,455,0.344,0.000358081,100,0,0.0
HD-VF,100,6,0.0,0.0,uniform,GP_LS,1,1000,0.5,420,412,0.382,0.000728976,100,4,0.0
HD-VF,100,6,0.0,0.0,uniform,GS,1,1000,0.5,446,467,0.29,0.000228509,100,0,0.0
HD-VF,100,6,0.0,0.0,uniform,GS_LS,1,1000,0.5,446,467,0.29,0.0005037049999999999,100,1,0.0
HD-VF,100,6,0.0,0.0,uniform,BS,1,1000,0.5,446,467,0.29,0.000211507,100,0,0.0
HD-VF,100,6,0.0,0.0,uniform,BS_LS,1,1000,0.5,446,467,0.29,0.00046899999999999996,100,1,0.0
HD-VF,100,6,0.0,0.0,uniform,EMCI,1,1000,0.5,499,482,0.31,5.2539e-5,100,0,0.0
HD-VF,100,6,0.0,0.0,uniform,EMCI_LS,1,1000,0.5,406,453,0.324,0.00042379500000000003,100,5,0.0
HD-VF,100,6,0.0,0.0,uniform,OPT,1,1000,0.5,315,360,0.418,900.07764593,100,0,0.023312883435582535
HD-VF,100,6,0.0,0.0,uniform,RND,1,1000,0.5,743,734,0.0814,0.001159745,100,0,0.0
HD-VF,100,6,0.0,0.0,uniform,QMKJ,1,2000,0.5,637,694,0.454,17.28506512,100,0,0.0
HD-VF,100,6,0.0,0.0,uniform,KL,1,2000,0.5,648,711,0.444,3.656356403,100,100,0.0
HD-VF,100,6,0.0,0.0,uniform,KL_LS,1,2000,0.5,648,711,0.444,3.6576312640000004,100,1,0.0
HD-VF,100,6,0.0,0.0,uniform,GO,1,2000,0.5,967,980,0.294,0.002334478,100,0,0.0
HD-VF,100,6,0.0,0.0,uniform,GO_LS,1,2000,0.5,785,801,0.394,0.002891092,100,3,0.0
HD-VF,100,6,0.0,0.0,uniform,GP,1,2000,0.5,886,882,0.34,0.000526818,100,0,0.0
HD-VF,100,6,0.0,0.0,uniform,GP_LS,1,2000,0.5,738,788,0.389,0.0011185779999999998,100,4,0.0
HD-VF,100,6,0.0,0.0,uniform,GS,1,2000,0.5,785,839,0.369,0.000404308,100,0,0.0
HD-VF,100,6,0.0,0.0,uniform,GS_LS,1,2000,0.5,785,839,0.369,0.000851627,100,1,0.0
HD-VF,100,6,0.0,0.0,uniform,BS,1,2000,0.5,785,839,0.369,0.00035199,100,0,0.0
HD-VF,100,6,0.0,0.0,uniform,BS_LS,1,2000,0.5,785,839,0.369,0.000891322,100,1,0.0
HD-VF,100,6,0.0,0.0,uniform,EMCI,1,2000,0.5,944,936,0.321,9.3535e-5,100,0,0.0
HD-VF,100,6,0.0,0.0,uniform,EMCI_LS,1,2000,0.5,702,739,0.431,0.0007337859999999999,100,7,0.0
HD-VF,100,6,0.0,0.0,uniform,OPT,1,2000,0.5,628,703,0.454,900.166282976,100,0,0.0651105651105647
HD-VF,100,6,0.0,0.0,uniform,RND,1,2000,0.5,1507,1457,0.0798,0.00209024,100,0,0.0
HD-VF,100,6,0.2,0.0,uniform,QMKJ,1,200,0.5,37,74,0.4,279.38960669,100,0,0.0
HD-VF,100,6,0.2,0.0,uniform,KL,1,200,0.5,38,83,0.36,3.142673333,100,100,0.0
HD-VF,100,6,0.2,0.0,uniform,KL_LS,1,200,0.5,38,83,0.36,3.1437395429999997,100,1,0.0
HD-VF,100,6,0.2,0.0,uniform,GO,1,200,0.5,77,93,0.28,0.000260458,100,0,0.0
HD-VF,100,6,0.2,0.0,uniform,GO_LS,1,200,0.5,55,80,0.38,0.00044637699999999997,100,3,0.0
HD-VF,100,6,0.2,0.0,uniform,GP,1,200,0.5,74,93,0.29,0.000228549,100,0,0.0
HD-VF,100,6,0.2,0.0,uniform,GP_LS,1,200,0.5,48,84,0.33,0.00041923700000000004,100,3,0.0
HD-VF,100,6,0.2,0.0,uniform,GS,1,200,0.5,54,94,0.31,0.000168386,100,0,0.0
HD-VF,100,6,0.2,0.0,uniform,GS_LS,1,200,0.5,54,94,0.31,0.000310623,100,1,0.0
HD-VF,100,6,0.2,0.0,uniform,BS,1,200,0.5,54,94,0.31,0.000152987,100,0,0.0
HD-VF,100,6,0.2,0.0,uniform,BS_LS,1,200,0.5,54,94,0.31,0.000304922,100,1,0.0
HD-VF,100,6,0.2,0.0,uniform,EMCI,1,200,0.5,89,113,0.17,0.000109044,100,0,0.0
