wareh,capacity,buffer,QMK,CHI,CHILOC,KLINKQMK,GP,GS,BS,RND
2.0,6000.0,1000.0,11079.0,10796.0,10815.0,0.0,12632.0,13042.0,13597.0,14450.0
2.0,6000.0,1000.0,10969.0,10653.0,10629.0,0.0,12407.0,12636.0,13163.0,14359.0
2.0,6000.0,1000.0,10859.0,10561.0,10538.0,0.0,12089.0,12244.0,12614.0,14084.0
3.0,6000.0,1000.0,11673.0,11333.0,11351.0,0.0,14929.0,15591.0,16820.0,17402.0
3.0,6000.0,1000.0,11622.0,11433.0,11436.0,0.0,14714.0,15182.0,16412.0,17367.0
3.0,6000.0,1000.0,11594.0,11531.0,11459.0,0.0,14355.0,14690.0,15946.0,17270.0
4.0,6000.0,1000.0,12001.0,12165.0,11939.0,0.0,16956.0,17396.0,18834.0,19320.0
4.0,6000.0,1000.0,12031.0,11748.0,11747.0,0.0,16390.0,16933.0,18557.0,19299.0
4.0,6000.0,1000.0,12069.0,11698.0,11687.0,0.0,16266.0,16812.0,18199.0,19236.0
2.0,6000.0,0.0,11397.0,11582.0,11341.0,11397.0,14599.0,15113.0,15113.0,15496.0
2.0,6000.0,0.0,11334.0,11579.0,11321.0,11334.0,14489.0,14689.0,14689.0,15455.0
2.0,6000.0,0.0,11349.0,11484.0,11316.0,11349.0,14152.0,14294.0,14294.0,15312.0
3.0,6000.0,0.0,11891.0,12193.0,11899.0,11891.0,17043.0,18201.0,18201.0,18622.0
3.0,6000.0,0.0,11900.0,12105.0,11922.0,11900.0,16747.0,17738.0,17738.0,18597.0
3.0,6000.0,0.0,11855.0,11990.0,11867.0,11855.0,16329.0,17371.0,17371.0,18494.0
4.0,6000.0,0.0,12150.0,12392.0,12170.0,12150.0,18540.0,20136.0,20136.0,20606.0
4.0,6000.0,0.0,12168.0,12866.0,12213.0,12168.0,18512.0,19902.0,19902.0,20581.0
4.0,6000.0,0.0,12254.0,12301.0,12136.0,12254.0,18339.0,19676.0,19676.0,20497.0
2.0,6600.0,600.0,11180.0,11021.0,11009.0,0.0,13306.0,14023.0,14284.0,14999.0
2.0,6600.0,600.0,11177.0,11027.0,10991.0,0.0,13209.0,13613.0,13939.0,14933.0
2.0,6600.0,600.0,11057.0,10744.0,10713.0,0.0,12901.0,13128.0,13424.0,14740.0
3.0,6600.0,600.0,11729.0,11665.0,11619.0,0.0,15380.0,16851.0,17369.0,18002.0
3.0,6600.0,600.0,11752.0,11659.0,11595.0,0.0,15199.0,16307.0,17045.0,17979.0
3.0,6600.0,600.0,11706.0,11626.0,11544.0,0.0,14834.0,15804.0,16572.0,17885.0
4.0,6600.0,600.0,12094.0,12390.0,11917.0,0.0,17130.0,18526.0,19388.0,19932.0
4.0,6600.0,600.0,12101.0,12019.0,11984.0,0.0,17132.0,18385.0,19120.0,19931.0
4.0,6600.0,600.0,12085.0,12139.0,11914.0,0.0,17031.0,18049.0,18702.0,19859.0
2.0,7200.0,1200.0,11022.0,10862.0,10830.0,0.0,12233.0,13062.0,13535.0,14447.0
2.0,7200.0,1200.0,10980.0,10850.0,10797.0,0.0,12204.0,12609.0,13108.0,14347.0
2.0,7200.0,1200.0,10859.0,10542.0,10537.0,0.0,11776.0,12152.0,12571.0,14081.0
3.0,7200.0,1200.0,11623.0,11624.0,11458.0,0.0,14279.0,15484.0,16740.0,17378.0
3.0,7200.0,1200.0,11567.0,11405.0,11404.0,0.0,14329.0,14906.0,16343.0,17348.0
3.0,7200.0,1200.0,11497.0,11460.0,11388.0,0.0,14145.0,14589.0,15896.0,17268.0
4.0,7200.0,1200.0,11954.0,11807.0,11751.0,0.0,16240.0,17407.0,18830.0,19303.0
4.0,7200.0,1200.0,11954.0,11893.0,11850.0,0.0,15970.0,17219.0,18458.0,19268.0
4.0,7200.0,1200.0,12033.0,11788.0,11730.0,0.0,15676.0,16903.0,18072.0,19210.0
2.0,7000.0,0.0,11365.0,11776.0,11392.0,11365.0,14942.0,15141.0,15141.0,15477.0
2.0,7000.0,0.0,11387.0,11545.0,11378.0,11387.0,14610.0,14703.0,14703.0,15429.0
2.0,7000.0,0.0,11242.0,11379.0,11254.0,11242.0,14239.0,14250.0,14250.0,15299.0
3.0,7000.0,0.0,11887.0,12335.0,11939.0,11887.0,17587.0,18060.0,18060.0,18595.0
3.0,7000.0,0.0,11871.0,12433.0,11935.0,11871.0,17366.0,17666.0,17666.0,18558.0
3.0,7000.0,0.0,11900.0,12446.0,11893.0,11900.0,17004.0,17278.0,17278.0,18464.0
4.0,7000.0,0.0,12127.0,12677.0,12202.0,12127.0,19203.0,19966.0,19966.0,20561.0
4.0,7000.0,0.0,12140.0,13167.0,12177.0,12140.0,19009.0,19606.0,19606.0,20529.0
4.0,7000.0,0.0,12149.0,13139.0,12504.0,12149.0,18717.0,19260.0,19260.0,20449.0
