wareh,capacity,buffer,QMK,CHIM,CHI,KL,KLQ,GP,GS,BS,RND
4.0,400.0,0.0,2.463692306,0.208574819,0.225712804,149.587878868,2.473885886,0.015718127,0.010028556,0.009848457,0.016378763
4.0,400.0,0.0,2.066160632,0.209620848,0.223367201,148.366957637,1.890677174,0.016385362,0.010221328,0.010166444,0.018058975
2.0,440.0,40.0,0.59867442,0.206143459,0.259433852,0.0,0.0,0.015527215,0.009127086,0.008855374,0.045113036
2.0,440.0,40.0,0.636018432,0.207305237,0.256240134,0.0,0.0,0.015540218,0.009042317,0.00881079,0.044416372
2.0,440.0,40.0,1.812219871,0.205820078,0.239162776,0.0,0.0,0.015494082,0.009095676,0.008878778,0.047474814
3.0,440.0,40.0,2.690381932,0.206306622,0.239174125,0.0,0.0,0.015915225,0.009686378,0.009228727,0.080579005
3.0,440.0,40.0,2.495394926,0.207100215,0.31012723,0.0,0.0,0.015734834,0.009666521,0.009236235,0.078298024
3.0,440.0,40.0,1.042328756,0.207947822,0.256748409,0.0,0.0,0.015985476,0.009530338,0.009254456,0.073749724
4.0,440.0,40.0,16.292373903,0.20759256,0.444123119,0.0,0.0,0.016627936,0.0101667,0.009575981,0.13050628
4.0,440.0,40.0,2.205464648,0.203360914,0.263693416,0.0,0.0,0.017087994,0.01020436,0.009492251,0.129544435
4.0,440.0,40.0,8.042739675,0.202693183,0.387772838,0.0,0.0,0.016464055,0.01028561,0.009578179,0.128498405
2.0,480.0,80.0,1.320422338,0.202093173,0.260646638,0.0,0.0,0.015700914,0.009173279,0.008718437,0.048466564
2.0,480.0,80.0,0.803991773,0.202212126,0.252023164,0.0,0.0,0.015539896,0.009060754,0.008839445,0.04899575
2.0,480.0,80.0,0.965671817,0.200467821,0.250511376,0.0,0.0,0.015671633,0.00921225,0.008677226,0.046704437
3.0,480.0,80.0,2.105254053,0.19831568,0.229448055,0.0,0.0,0.015773023,0.009538998,0.008700377,0.073207471
3.0,480.0,80.0,1.906924822,0.218800648,0.263823626,0.0,0.0,0.015581965,0.009421913,0.008995054,0.074149552
3.0,480.0,80.0,3.089270128,0.20046043,0.278630012,0.0,0.0,0.016105785,0.009828221,0.009239125,0.072898434
